gene,attribution
NPIPA1,0.002691412622741946
HSP90AB4P,0.002678787511152237
C8orf82,0.0026632741313721213
PON3,0.002653597717534645
LOC101929289,0.002652603091121156
VCAM1,0.002644256993783665
FAHD2CP,0.0025396037729717175
PTCH2,0.002531156951691936
GNG4,0.0025289736535254893
RPLP0P2,0.0025092195547430345
LOC102723997,0.0024908188617086833
THBS1,0.0024869447621015685
FBXL6,0.0024659347555149023
LOC115110,0.0024607699685661047
HIST1H4J,0.002458948897896782
IGFBP6,0.0024578869241190433
LOC102724105,0.0024566781920092274
PYCARDOS,0.0024491349897627925
NPIPB5,0.0024410275059176144
TEPP,0.0024401509659642525
AK1,0.0024391959893781795
IGLL5,0.002419426934701793
LOC101060363,0.0024112258521007093
WNT10A,0.0024089743137566543
MCTP1,0.0024078526214808067
TPSB2,0.002404845815458387
OPLAH,0.0023859304693315576
MTRNR2L8,0.0023622178323564605
FTH1P3,0.0023550365664497665
HBB,0.002353340352241507
LOC101060400,0.00234618685171022
NXPH4,0.0023130539271918864
LOC100996919,0.0022999381663949894
B3GALT6,0.0022669767031488707
LOC728392,0.0022659281194930586
GPR35,0.002265302667708474
SOX4,0.0022643956554762954
CSF2,0.002244571965287323
MT1G,0.002226344565339869
LOC102723897,0.0022147111054277783
ANKRD9,0.002205754392803746
PMS2P3,0.0021993623646110708
RGS4,0.0021782947978898895
LOC390937,0.0021747636725577245
RNU5E-1,0.0021644702700719188
TESK1,0.0021539832903039327
ENTPD3-AS1,0.0021539746562144737
ARC,0.00215162876919517
LOC440311,0.0021153144553644585
HBD,0.0021058473285484147
LYZ,0.00209413918569951
TMEM191C,0.00208433996141234
G0S2,0.002049380040539744
IL21,0.0020474205540085407
ANP32AP1,0.0020442869149399725
CTRL,0.0020298113425572715
P2RX5-TAX1BP3,0.002027907184589065
ZNF525,0.0020230936384062117
ZNF446,0.002013903170109061
LOC101927180,0.002007690818180014
CBWD6,0.0020063267961282086
SCARNA5,0.001978519842315907
KIAA0101,0.0019701589130991693
CCDC61,0.0019330838896663492
TMEM183B,0.0019321682968650154
HILPDA,0.0019277629853181732
SYNGR3,0.0019202585072923405
C17orf67,0.0019140326811792714
CLDND2,0.001912859425583315
LINC01501,0.001908734297620837
LINC01135,0.0018985236075608457
BRICD5,0.001895848718010465
GDPD3,0.0018739586048357973
APOA1,0.001861324154039612
HIST1H4K,0.0018318267833014488
ECI1,0.0018282847638449735
DTX2P1-UPK3BP1-PMS2P11,0.0018142095275232954
SLC25A53,0.0018051770100567849
LOC441454,0.0018045911586784945
RNU5B-1,0.0018034677394346446
C12orf60,0.0018025066551830503
SERP2,0.0017977383182419928
WFDC2,0.0017677350477234945
IFNL1,0.0017409921981088065
LOC102725214,0.0017363402178885955
CST3,0.001727803323149319
LZTS1,0.0017255503857718112
LOC102724031,0.0017240504133716843
FGFBP2,0.0017199047284739916
LOC389834,0.0017191456071605213
HRASLS2,0.001708016725129214
CAPN3,0.0017071525589316136
DBH-AS1,0.0017038623798149221
LOC102724336,0.0016948126122982693
LOC102725263,0.0016924826881282646
LOC100507501,0.0016855903722239134
PPP1R2P3,0.0016783214747576874
CRSP8P,0.001673784492870279
LOC102467081,0.0016417887405241853
IL1R2,0.001637615799242458
SNORA67,0.0016324386535489872
RPL29P2,0.0016303159821669762
CITED4,0.0016238399630078867
MIR564,0.0016165092725111143
OXT,0.0015903215925334798
LOC101928402,0.0015891794473030733
LYL1,0.0015860601581134722
LOC101928812,0.0015796805235373833
MINOS1P1,0.0015777320318202536
C19orf83,0.0015606377706232808
NPIPB3,0.0015519891465621432
LOC101060091,0.0015293417238257906
HOXB-AS1,0.0015276010630833712
PKD1P1,0.0015261791723614462
AMN,0.001508620332580795
MYL5,0.0015044922208757928
IFIT2,0.0014963464156268003
CDYL,0.0014886870517459348
ACTG2,0.0014839806431661603
LOC100506860,0.0014779483180673942
ZMYND19,0.0014770884487361564
IL10RB-AS1,0.001476635079220973
CAV1,0.0014741228044464446
FUNDC2P2,0.001467419762722536
LOC102724217,0.0014597938033056956
ZNF771,0.0014584853521882324
IFI27,0.001455218160128787
UNQ6494,0.0014490656911270033
HES6,0.0014420052293225487
TMEM238,0.0014380936835158167
SRRM5,0.0014367968658765098
KLHL17,0.0014310319598561647
IL17A,0.0014128273564406023
LOC101928054,0.0014110883832620781
SNORD13,0.0014079787868478235
MUSTN1,0.0014052392862814313
CYP2D7P,0.001359597799036169
LOC102724426,0.0013565595879689839
IL4,0.0013536168307973096
LOC728026,0.0013534120220454714
ZFPM1,0.0013527930989297072
SMG1P1,0.0013399764615540082
RPL31P11,0.0013068066540982879
SCARNA2,0.0013056970007154578
NAT14,0.0012754585784926062
PAGE5,0.001273612358245527
KCNK12,0.0012607584745197608
HAR1B,0.0012491363446597652
HNRNPA3P1,0.001246953379162135
C2CD4D,0.0012344595356158187
LOC643387,0.0012285715736567468
LOC101060376,0.0012266757018094202
MAGOH2,0.001222991355987027
